YEAR,LOCATION,SEASON_DAYS,STATE ANSI,ASD CODE,COUNTY ANSI,REFERENCE PERIOD,COMMODITY,WEEK ENDING,PROGRESS in PCT PLANTED,"PROGRESS, 5 YEAR AVG in PCT PLANTED","PROGRESS, PREVIOUS YEAR in PCT PLANTED",PROGRESS in PCT EMERGED,"PROGRESS, 5 YEAR AVG in PCT EMERGED","PROGRESS, PREVIOUS YEAR in PCT EMERGED",PROGRESS in PCT BLOOMING,"PROGRESS, 5 YEAR AVG in PCT BLOOMING","PROGRESS, PREVIOUS YEAR in PCT BLOOMING",PROGRESS in PCT SETTING PODS,"PROGRESS, 5 YEAR AVG in PCT SETTING PODS","PROGRESS, PREVIOUS YEAR in PCT SETTING PODS",PROGRESS in PCT DROPPING LEAVES,"PROGRESS, 5 YEAR AVG in PCT DROPPING LEAVES","PROGRESS, PREVIOUS YEAR in PCT DROPPING LEAVES",PROGRESS in PCT HARVESTED,"PROGRESS, 5 YEAR AVG in PCT HARVESTED","PROGRESS, PREVIOUS YEAR in PCT HARVESTED"
2022,NORTH CAROLINA,87,37, , ,WEEK #25,SOYBEANS,2022-06-26,94,88,90,85,79,81,8,5,4,0,0,0,0,0,0,0,0,0
2022,NORTH CAROLINA,94,37, , ,WEEK #26,SOYBEANS,2022-07-03,97,93,94,93,86,87,21,13,12,1,1,1,0,0,0,0,0,0
2022,NORTH CAROLINA,101,37, , ,WEEK #27,SOYBEANS,2022-07-10,97,93,94,98,92,93,38,24,21,12,6,8,0,0,0,0,0,0
2022,NORTH CAROLINA,108,37, , ,WEEK #28,SOYBEANS,2022-07-17,97,93,94,98,92,93,52,35,35,25,16,18,0,0,0,0,0,0
2022,NORTH CAROLINA,115,37, , ,WEEK #29,SOYBEANS,2022-07-24,97,93,94,98,92,93,64,48,52,35,26,27,0,0,0,0,0,0
2022,NORTH CAROLINA,122,37, , ,WEEK #30,SOYBEANS,2022-07-31,97,93,94,98,92,93,77,60,61,51,36,34,0,0,0,0,0,0
2022,NORTH CAROLINA,129,37, , ,WEEK #31,SOYBEANS,2022-08-07,97,93,94,98,92,93,86,72,72,62,47,44,0,0,0,0,0,0
2022,NORTH CAROLINA,136,37, , ,WEEK #32,SOYBEANS,2022-08-14,97,93,94,98,92,93,91,84,84,71,59,61,0,0,0,0,0,0
2022,NORTH CAROLINA,143,37, , ,WEEK #33,SOYBEANS,2022-08-21,97,93,94,98,92,93,96,91,92,85,70,75,0,0,0,0,0,0
2022,NORTH CAROLINA,150,37, , ,WEEK #34,SOYBEANS,2022-08-28,97,93,94,98,92,93,96,91,92,93,80,85,4,4,6,0,0,0
2022,NORTH CAROLINA,157,37, , ,WEEK #35,SOYBEANS,2022-09-04,97,93,94,98,92,93,96,91,92,96,89,92,17,10,10,0,0,0
2022,NORTH CAROLINA,164,37, , ,WEEK #36,SOYBEANS,2022-09-11,97,93,94,98,92,93,96,91,92,98,95,96,32,20,21,0,1,0
2022,NORTH CAROLINA,171,37, , ,WEEK #37,SOYBEANS,2022-09-18,97,93,94,98,92,93,96,91,92,98,95,96,42,31,33,4,3,1
2022,NORTH CAROLINA,178,37, , ,WEEK #38,SOYBEANS,2022-09-25,97,93,94,98,92,93,96,91,92,98,95,96,52,44,49,10,6,4
2022,NORTH CAROLINA,185,37, , ,WEEK #39,SOYBEANS,2022-10-02,97,93,94,98,92,93,96,91,92,98,95,96,68,57,60,14,10,9
2022,NORTH CAROLINA,192,37, , ,WEEK #40,SOYBEANS,2022-10-09,97,93,94,98,92,93,96,91,92,98,95,96,80,71,75,23,16,15
2022,NORTH CAROLINA,199,37, , ,WEEK #41,SOYBEANS,2022-10-16,97,93,94,98,92,93,96,91,92,98,95,96,90,81,85,31,22,19
2022,NORTH CAROLINA,206,37, , ,WEEK #42,SOYBEANS,2022-10-23,97,93,94,98,92,93,96,91,92,98,95,96,93,90,92,38,29,27
2022,NORTH CAROLINA,213,37, , ,WEEK #43,SOYBEANS,2022-10-30,97,93,94,98,92,93,96,91,92,98,95,96,96,95,96,45,37,41
2022,NORTH CAROLINA,220,37, , ,WEEK #44,SOYBEANS,2022-11-06,97,93,94,98,92,93,96,91,92,98,95,96,96,95,96,55,48,55
2022,NORTH CAROLINA,227,37, , ,WEEK #45,SOYBEANS,2022-11-13,97,93,94,98,92,93,96,91,92,98,95,96,96,95,96,66,56,65
2022,NORTH CAROLINA,234,37, , ,WEEK #46,SOYBEANS,2022-11-20,97,93,94,98,92,93,96,91,92,98,95,96,96,95,96,75,65,75
2022,NORTH CAROLINA,241,37, , ,WEEK #47,SOYBEANS,2022-11-27,97,93,94,98,92,93,96,91,92,98,95,96,96,95,96,88,74,85
