YEAR,LOCATION,SEASON_DAYS,STATE ANSI,ASD CODE,COUNTY ANSI,REFERENCE PERIOD,COMMODITY,WEEK ENDING,PROGRESS in PCT PLANTED,"PROGRESS, 5 YEAR AVG in PCT PLANTED","PROGRESS, PREVIOUS YEAR in PCT PLANTED",PROGRESS in PCT EMERGED,"PROGRESS, 5 YEAR AVG in PCT EMERGED","PROGRESS, PREVIOUS YEAR in PCT EMERGED",PROGRESS in PCT BLOOMING,"PROGRESS, 5 YEAR AVG in PCT BLOOMING","PROGRESS, PREVIOUS YEAR in PCT BLOOMING",PROGRESS in PCT SETTING PODS,"PROGRESS, 5 YEAR AVG in PCT SETTING PODS","PROGRESS, PREVIOUS YEAR in PCT SETTING PODS",PROGRESS in PCT DROPPING LEAVES,"PROGRESS, 5 YEAR AVG in PCT DROPPING LEAVES","PROGRESS, PREVIOUS YEAR in PCT DROPPING LEAVES",PROGRESS in PCT HARVESTED,"PROGRESS, 5 YEAR AVG in PCT HARVESTED","PROGRESS, PREVIOUS YEAR in PCT HARVESTED"
2015,NORTH CAROLINA,124,37, , ,WEEK #31,SOYBEANS,2015-08-02,96,92,96,98,95,98,60,56,62,34,28,35,0,0,0,0,0,0
2015,NORTH CAROLINA,131,37, , ,WEEK #32,SOYBEANS,2015-08-09,96,92,96,98,95,98,72,68,70,44,38,45,0,0,0,0,0,0
2015,NORTH CAROLINA,138,37, , ,WEEK #33,SOYBEANS,2015-08-16,96,92,96,98,95,98,81,79,79,56,50,53,0,0,0,0,0,0
2015,NORTH CAROLINA,145,37, , ,WEEK #34,SOYBEANS,2015-08-23,96,92,96,98,95,98,91,85,84,69,66,67,2,0,1,0,0,0
2015,NORTH CAROLINA,152,37, , ,WEEK #35,SOYBEANS,2015-08-30,96,92,96,98,95,98,95,91,88,80,79,78,8,2,4,0,0,0
2015,NORTH CAROLINA,159,37, , ,WEEK #36,SOYBEANS,2015-09-06,96,92,96,98,95,98,95,91,88,89,88,83,14,6,10,0,0,0
2015,NORTH CAROLINA,166,37, , ,WEEK #37,SOYBEANS,2015-09-13,96,92,96,98,95,98,95,91,88,93,93,87,24,12,15,0,0,0
2015,NORTH CAROLINA,173,37, , ,WEEK #38,SOYBEANS,2015-09-20,96,92,96,98,95,98,95,91,88,96,96,92,34,20,25,2,1,1
2015,NORTH CAROLINA,180,37, , ,WEEK #39,SOYBEANS,2015-09-27,96,92,96,98,95,98,95,91,88,99,97,95,44,29,33,5,2,3
2015,NORTH CAROLINA,187,37, , ,WEEK #40,SOYBEANS,2015-10-04,96,92,96,98,95,98,95,91,88,99,97,95,54,41,44,6,4,6
2015,NORTH CAROLINA,194,37, , ,WEEK #41,SOYBEANS,2015-10-11,96,92,96,98,95,98,95,91,88,99,97,95,67,56,58,9,8,10
2015,NORTH CAROLINA,201,37, , ,WEEK #42,SOYBEANS,2015-10-18,96,92,96,98,95,98,95,91,88,99,97,95,77,70,73,14,12,15
2015,NORTH CAROLINA,208,37, , ,WEEK #43,SOYBEANS,2015-10-25,96,92,96,98,95,98,95,91,88,99,97,95,90,81,84,26,19,20
2015,NORTH CAROLINA,215,37, , ,WEEK #44,SOYBEANS,2015-11-01,96,92,96,98,95,98,95,91,88,99,97,95,94,92,92,36,26,29
2015,NORTH CAROLINA,222,37, , ,WEEK #45,SOYBEANS,2015-11-08,96,92,96,98,95,98,95,91,88,99,97,95,97,97,96,42,36,39
2015,NORTH CAROLINA,229,37, , ,WEEK #46,SOYBEANS,2015-11-15,96,92,96,98,95,98,95,91,88,99,97,95,97,97,96,50,50,51
2015,NORTH CAROLINA,236,37, , ,WEEK #47,SOYBEANS,2015-11-22,96,92,96,98,95,98,95,91,88,99,97,95,97,97,96,58,64,64
2015,NORTH CAROLINA,243,37, , ,WEEK #48,SOYBEANS,2015-11-29,96,92,96,98,95,98,95,91,88,99,97,95,97,97,96,70,76,75
